ID,label
1261,9
1262,0
1263,6
1264,9
1265,0
1266,4
1267,9
1268,0
1269,3
1270,3
1271,5
1272,4
1273,1
1274,5
1275,4
1276,7
1277,4
1278,5
1279,5
1280,0
1281,8
1282,7
1283,2
1284,3
1285,1
1286,2
1287,5
1288,0
1289,3
1290,5
1291,5
1292,7
1293,5
1294,5
1295,4
1296,5
1297,5
1298,9
1299,0
1300,6
1301,0
1302,8
1303,8
1304,1
1305,4
1306,2
1307,2
1308,1
1309,3
1310,4
1311,3
1312,1
1313,7
1314,3
1315,8
1316,7
1317,1
1318,9
1319,8
1320,3
1321,9
1322,1
1323,2
1324,0
1325,4
1326,6
1327,1
1328,9
1329,7
1330,9
1331,8
1332,4
1333,0
1334,3
1335,0
1336,9
1337,2
1338,1
1339,7
1340,5
1341,1
1342,1
1343,9
1344,4
1345,4
1346,7
1347,9
1348,2
1349,8
1350,0
1351,9
1352,5
1353,5
1354,4
1355,0
1356,6
1357,3
1358,8
1359,5
1360,4
1361,8
1362,6
1363,2
1364,8
1365,2
1366,6
1367,0
1368,6
1369,8
1370,8
1371,4
1372,7
1373,5
1374,5
1375,0
1376,8
1377,3
1378,8
1379,8
1380,4
1381,1
1382,4
1383,1
1384,8
1385,1
1386,4
1387,2
1388,9
1389,2
1390,4
1391,4
1392,3
1393,3
1394,6
1395,7
1396,2
1397,4
1398,8
1399,0
1400,5
1401,9
1402,2
1403,0
1404,7
1405,4
1406,0
1407,4
1408,0
1409,1
1410,3
1411,7
1412,3
1413,9
1414,9
1415,0
1416,6
1417,0
1418,5
1419,9
1420,7
1421,4
1422,3
1423,2
1424,8
1425,3
1426,7
1427,6
1428,9
1429,5
1430,7
1431,8
1432,8
1433,0
1434,2
1435,7
1436,2
1437,6
1438,4
1439,4
1440,4
1441,1
1442,2
1443,5
1444,6
1445,8
1446,6
1447,0
1448,5
1449,3
1450,8
1451,8
1452,1
1453,1
1454,1
1455,6
1456,7
1457,6
1458,7
1459,6
1460,9
1461,8
1462,8
1463,6
1464,8
1465,0
1466,7
1467,8
1468,7
1469,8
1470,0
1471,3
1472,9
1473,7
1474,2
1475,9
1476,5
1477,0
1478,2
1479,8
1480,3
1481,2
1482,4
1483,1
1484,3
1485,1
1486,2
1487,4
1488,6
1489,0
1490,4
1491,8
1492,7
1493,1
1494,9
1495,0
1496,9
1497,7
1498,6
1499,4
1500,7
1501,5
1502,7
1503,6
1504,7
1505,6
1506,0
1507,5
1508,4
1509,7
1510,2
1511,0
1512,1
1513,3
1514,7
1515,7
1516,0
1517,3
1518,8
1519,9
1520,6
1521,9
1522,7
1523,1
1524,9
1525,8
1526,9
1527,8
1528,0
1529,6
1530,4
1531,8
1532,1
1533,5
1534,6
1535,9
1536,2
1537,3
1538,1
1539,1
1540,5
1541,0
1542,1
1543,4
1544,0
1545,2
1546,4
1547,0
1548,1
1549,5
1550,8
1551,8
1552,9
1553,9
1554,0
1555,9
1556,9
1557,3
1558,0
1559,0
1560,6
1561,8
1562,2
1563,7
1564,6
1565,5
1566,1
1567,9
1568,1
1569,9
1570,4
1571,9
1572,9
1573,2
1574,9
1575,7
1576,0
1577,8
1578,9
1579,4
1580,1
1581,3
1582,0
1583,0
1584,3
1585,1
1586,6
1587,2
1588,0
1589,9
1590,7
1591,5
1592,4
1593,3
1594,1
1595,9
1596,3
1597,2
1598,3
1599,3
1600,2
1601,7
1602,5
1603,8
1604,4
1605,3
1606,9
1607,7
1608,0
1609,0
1610,4
1611,2
1612,9
1613,7
1614,5
1615,7
1616,7
1617,6
1618,5
1619,4
1620,3
1621,8
1622,8
1623,5
1624,9
1625,3
1626,2
1627,4
1628,4
1629,3
1630,2
1631,8
1632,3
1633,9
1634,7
1635,8
1636,2
1637,7
1638,2
1639,7
1640,6
1641,3
1642,5
1643,6
1644,7
1645,9
1646,2
1647,4
1648,8
1649,1
1650,9
1651,2
1652,0
1653,0
1654,7
1655,3
1656,8
1657,7
1658,0
1659,4
1660,7
1661,4
1662,8
1663,3
1664,8
1665,3
1666,7
1667,7
1668,4
1669,2
1670,5
1671,6
1672,8
1673,5
1674,9
1675,9
1676,4
1677,2
1678,5
1679,4
1680,7
1681,2
1682,3
1683,0
1684,1
1685,8
1686,8
1687,0
1688,7
1689,8
1690,6
1691,0
1692,4
1693,3
1694,3
1695,3
1696,5
1697,3
1698,1
1699,7
1700,7
1701,2
1702,1
1703,3
1704,7
1705,5
1706,7
1707,1
1708,3
1709,0
1710,4
1711,2
1712,8
1713,7
1714,5
1715,3
1716,9
1717,0
1718,3
1719,2
1720,7
1721,7
1722,7
1723,1
1724,8
1725,2
1726,8
1727,9
1728,3
1729,3
1730,9
1731,4
1732,9
1733,4
1734,8
1735,5
1736,0
1737,7
1738,9
1739,8
1740,8
1741,3
1742,0
1743,3
1744,9
1745,1
1746,3
1747,2
1748,9
1749,4
1750,7
1751,0
1752,5
1753,1
1754,8
1755,0
1756,0
1757,3
1758,1
1759,4
1760,8
1761,1
1762,5
1763,7
1764,2
1765,1
1766,7
1767,2
1768,5
1769,0
1770,7
1771,7
1772,9
1773,2
1774,4
1775,8
1776,8
1777,2
1778,6
1779,9
1780,4
1781,5
1782,4
1783,7
1784,8
1785,4
1786,5
1787,1
1788,4
1789,3
1790,1
1791,1
1792,0
1793,3
1794,0
1795,4
1796,5
1797,4
1798,2
1799,6
1800,3
1801,4
1802,9
1803,3
1804,1
1805,1
1806,3
1807,0
1808,2
1809,4
1810,9
1811,0
1812,6
1813,6
1814,4
1815,4
1816,3
1817,0
1818,0
1819,3
1820,9
1821,5
1822,8
1823,7
1824,9
1825,8
1826,7
1827,1
1828,9
1829,3
1830,2
1831,3
1832,3
1833,8
1834,8
1835,1
1836,0
1837,2
1838,5
1839,1
1840,3
1841,9
1842,0
1843,8
1844,3
1845,3
1846,5
1847,6
1848,4
1849,7
1850,0
1851,4
1852,2
1853,1
1854,1
1855,9
1856,6
1857,9
1858,6
1859,8
1860,5
1861,4
1862,8
1863,5
1864,1
1865,3
1866,2
1867,3
1868,2
1869,7
1870,0
1871,4
1872,1
1873,9
1874,8
1875,9
1876,5
1877,8
1878,1
1879,3
1880,9
1881,6
1882,4
1883,7
1884,7
1885,5
1886,3
1887,2
1888,0
1889,4
1890,3
1891,3
1892,4
1893,4
1894,0
1895,0
1896,7
1897,7
1898,0
1899,8
1900,2
1901,1
1902,3
1903,4
1904,2
1905,4
1906,4
1907,4
1908,5
1909,4
1910,2
1911,8
1912,8
1913,4
1914,0
1915,4
1916,5
1917,2
1918,2
1919,3
1920,5
1921,7
1922,2
1923,3
1924,2
1925,5
1926,1
1927,1
1928,2
1929,1
1930,0
1931,7
1932,1
1933,2
1934,9
1935,9
1936,2
1937,7
1938,9
1939,0
1940,3
1941,2
1942,4
1943,0
1944,3
1945,7
1946,5
1947,2
1948,5
1949,3
1950,3
1951,7
1952,2
1953,8
1954,9
1955,9
1956,4
1957,9
1958,8
1959,3
1960,7
1961,1
1962,8
1963,3
1964,5
1965,0
1966,0
1967,3
1968,8
1969,7
1970,5
1971,4
1972,4
1973,3
1974,3
1975,0
1976,1
1977,8
1978,5
1979,4
1980,5
1981,3
1982,7
1983,6
1984,2
1985,7
1986,4
1987,5
1988,3
1989,0
1990,4
1991,3
1992,8
1993,8
1994,7
1995,0
1996,8
1997,7
1998,8
1999,0
2000,4
2001,7
2002,7
2003,6
2004,4
2005,9
2006,0
2007,4
2008,4
2009,6
2010,6
2011,1
2012,7
2013,2
2014,3
2015,8
2016,4
2017,8
2018,5
2019,9
2020,2
2021,8
2022,9
2023,4
2024,3
2025,0
2026,2
2027,2
2028,5
2029,6
2030,9
2031,3
2032,0
2033,8
2034,7
2035,9
2036,0
2037,4
2038,2
2039,7
2040,6
2041,6
2042,5
2043,4
2044,5
2045,9
2046,3
2047,2
2048,3
2049,9
2050,0
2051,7
2052,6
2053,3
2054,6
2055,1
2056,7
2057,8
2058,4
2059,9
2060,9
2061,0
2062,6
2063,0
2064,7
2065,2
2066,0
2067,0
2068,2
2069,9
2070,5
2071,3
2072,1
2073,8
2074,2
2075,9
2076,6
2077,9
2078,7
2079,3
2080,2
2081,0
2082,8
2083,1
2084,7
2085,2
2086,6
2087,5
2088,7
2089,9
2090,1
2091,2
2092,7
2093,5
2094,6
2095,2
2096,9
2097,2
2098,8
2099,6
2100,9
2101,7
2102,7
2103,2
2104,2
2105,3
2106,0
2107,4
2108,1
2109,1
2110,0
2111,5
2112,4
2113,1
2114,4
2115,7
2116,3
2117,9
2118,2
2119,8
2120,9
2121,3
2122,4
2123,7
2124,1
2125,6
2126,8
2127,5
2128,5
2129,3
2130,8
2131,7
2132,5
2133,0
2134,8
2135,4
2136,9
2137,2
2138,5
2139,4
2140,6
2141,8
2142,7
2143,7
2144,1
2145,1
2146,7
2147,6
2148,7
2149,6
2150,0
2151,5
2152,2
2153,0
2154,3
2155,2
2156,5
2157,8
2158,6
2159,6
2160,2
2161,0
2162,9
2163,7
2164,4
2165,3
2166,0
2167,1
2168,8
2169,0
2170,3
2171,7
2172,2
2173,0
2174,1
2175,6
2176,6
2177,5
2178,8
2179,4
2180,4
2181,2
2182,1
2183,3
2184,3
2185,7
2186,1
2187,1
2188,3
2189,9
2190,9
2191,1
2192,6
2193,4
2194,2
2195,9
2196,4
2197,2
2198,7
2199,6
2200,9
2201,4
2202,0
2203,2
2204,5
2205,4
2206,0
2207,9
2208,1
2209,6
2210,0
2211,4
2212,8
2213,7
2214,7
2215,4
2216,3
2217,3
2218,3
2219,0
2220,3
2221,9
2222,6
2223,5
2224,0
2225,2
2226,2
2227,3
2228,8
2229,1
2230,7
2231,7
2232,9
2233,0
2234,8
2235,4
2236,9
2237,3
2238,2
2239,9
2240,0
2241,7
2242,9
2243,7
2244,4
2245,3
2246,3
2247,0
2248,5
2249,7
2250,4
2251,8
2252,0
2253,7
2254,2
2255,6
2256,4
2257,1
2258,5
2259,6
2260,9
2261,9
2262,4
2263,4
2264,1
2265,4
2266,7
2267,7
2268,6
2269,8
2270,0
2271,2
2272,5
2273,0
2274,1
2275,0
2276,9
2277,4
2278,1
2279,2
2280,3
2281,4
2282,3
2283,4
2284,7
2285,0
2286,5
2287,0
2288,7
2289,9
2290,7
2291,3
2292,7
2293,5
2294,9
2295,3
2296,4
2297,3
2298,4
2299,5
2300,2
2301,6
2302,1
2303,1
2304,7
2305,4
2306,5
2307,4
2308,7
2309,0
2310,2
2311,1
2312,1
2313,2
2314,5
2315,9
2316,0
2317,9
2318,5
2319,9
2320,4
2321,6
2322,7
2323,9
2324,2
2325,1
2326,1
2327,2
2328,3
2329,1
2330,4
2331,0
2332,4
2333,0
2334,2
2335,2
2336,9
2337,4
2338,3
2339,2
2340,0
2341,4
2342,2
2343,6
2344,9
2345,6
2346,1
2347,7
2348,5
2349,6
2350,3
2351,1
2352,5
2353,6
2354,7
2355,9
2356,4
2357,6
2358,8
2359,8
2360,1
2361,8
2362,3
2363,1
2364,0
2365,6
2366,8
2367,3
2368,1
2369,3
2370,7
2371,2
2372,0
2373,9
2374,2
2375,5
2376,9
2377,5
2378,9
2379,3
2380,1
2381,0
2382,5
2383,3
2384,3
2385,5
2386,1
2387,9
2388,0
2389,5
2390,3
2391,0
2392,7
2393,7
2394,3
2395,0
2396,5
2397,3
2398,5
2399,3
2400,3
2401,3
2402,9
2403,3
2404,3
2405,2
2406,2
2407,3
2408,1
2409,5
2410,8
2411,9
2412,9
2413,7
2414,3
2415,4
2416,1
2417,7
2418,7
2419,7
2420,0
2421,4
2422,7
2423,5
2424,3
2425,2
2426,7
2427,3
2428,1
2429,4
2430,1
2431,3
2432,1
2433,2
2434,7
2435,6
2436,2
2437,2
2438,8
2439,0
2440,0
2441,5
2442,5
2443,5
2444,4
2445,2
2446,7
2447,7
2448,3
2449,7
2450,3
2451,4
2452,1
2453,0
2454,8
2455,1
2456,0
2457,9
2458,6
2459,0
2460,0
2461,6
2462,6
2463,1
2464,8
2465,0
2466,1
2467,3
2468,1
2469,0
2470,1
2471,7
2472,1
2473,6
2474,3
2475,0
2476,9
2477,3
2478,4
2479,2
2480,9
2481,9
2482,3
2483,3
2484,5
2485,6
2486,1
2487,1
2488,9
2489,7
2490,4
2491,6
2492,2
2493,8
2494,6
2495,3
2496,3
2497,7
2498,6
2499,3
2500,3
2501,3
2502,1
2503,5
2504,2
2505,9
2506,4
2507,3
2508,8
2509,8
2510,1
2511,2
2512,1
2513,0
2514,2
2515,7
2516,2
2517,7
2518,5
2519,2
2520,7
2521,4
2522,6
2523,6
2524,1
2525,9
2526,2
2527,3
2528,2
2529,9
2530,2
2531,0
2532,4
2533,0
2534,5
2535,3
2536,9
2537,0
2538,2
2539,0
2540,3
2541,7
2542,8
2543,6
2544,5
2545,4
2546,2
2547,5
2548,9
2549,2
2550,7
2551,3
2552,1
2553,0
2554,5
2555,0
2556,5
2557,5
2558,5
2559,2
2560,5
2561,1
2562,3
2563,0
2564,0
2565,0
2566,4
2567,7
2568,8
2569,1
2570,1
2571,2
2572,7
2573,3
2574,0
2575,4
2576,0
2577,0
2578,2
2579,7
2580,1
2581,5
2582,7
2583,6
2584,6
2585,9
2586,0
2587,7
2588,5
2589,2
2590,7
2591,2
2592,1
2593,7
2594,5
2595,3
2596,1
2597,9
2598,3
2599,8
2600,9
2601,6
2602,7
2603,4
2604,7
2605,5
2606,3
2607,8
2608,9
2609,4
2610,6
2611,3
2612,1
2613,0
2614,2
2615,3
2616,1
2617,8
2618,8
2619,1
2620,0
2621,6
2622,4
2623,1
2624,6
2625,2
2626,9
2627,5
2628,1
2629,6
2630,0
2631,2
2632,0
2633,5
2634,0
2635,5
2636,1
2637,7
2638,7
2639,2
2640,1
2641,7
2642,5
2643,5
2644,1
2645,6
2646,2
2647,7
2648,7
2649,7
2650,0
2651,9
2652,1
2653,7
2654,7
2655,8
2656,3
2657,8
2658,2
2659,0
2660,8
2661,8
2662,5
2663,9
2664,1
2665,3
2666,3
2667,2
2668,0
2669,4
2670,8
2671,9
2672,7
2673,2
2674,6
2675,8
2676,2
2677,1
2678,8
2679,2
2680,8
2681,9
2682,1
2683,6
2684,7
2685,7
2686,0
2687,2
2688,5
2689,3
2690,2
2691,9
2692,3
2693,9
2694,1
2695,4
2696,2
2697,7
2698,8
2699,1
2700,4
2701,2
2702,8
2703,2
2704,8
2705,4
2706,8
2707,6
2708,5
2709,3
2710,3
2711,4
2712,2
2713,3
2714,5
2715,2
2716,3
2717,2
2718,0
2719,3
2720,6
2721,5
2722,7
2723,8
2724,1
2725,8
2726,2
2727,9
2728,0
2729,0
2730,3
2731,9
2732,1
2733,9
2734,2
2735,8
2736,6
2737,3
2738,7
2739,4
2740,9
2741,2
2742,9
2743,4
2744,3
2745,4
2746,8
2747,7
2748,1
2749,1
2750,3
2751,6
2752,7
2753,5
2754,6
2755,4
2756,4
2757,9
2758,8
2759,4
2760,6
2761,3
2762,1
2763,8
2764,3
2765,5
2766,9
2767,1
2768,2
2769,1
2770,4
2771,4
2772,3
2773,7
2774,0
2775,3
2776,2
2777,1
2778,4
2779,3
2780,6
2781,5
2782,9
2783,6
2784,3
2785,2
2786,0
2787,2
2788,9
2789,5
2790,0
2791,6
2792,4
2793,7
2794,3
2795,0
2796,0
2797,2
2798,6
2799,1
2800,4
2801,1
2802,0
2803,4
2804,7
2805,5
2806,8
2807,9
2808,1
2809,6
2810,9
2811,4
2812,9
2813,3
2814,6
2815,0
2816,2
2817,5
2818,3
2819,2
2820,8
2821,0
2822,2
2823,4
2824,6
2825,8
2826,2
2827,6
2828,5
2829,4
2830,7
2831,4
2832,6
2833,7
2834,7
2835,7
2836,2
2837,2
2838,3
2839,0
2840,4
2841,6
2842,6
2843,9
2844,2
2845,0
2846,9
2847,5
2848,7
2849,7
2850,5
2851,1
2852,4
2853,9
2854,6
2855,6
2856,8
2857,4
2858,2
2859,6
2860,8
2861,8
2862,9
2863,3
2864,7
2865,3
2866,0
2867,0
2868,4
2869,1
2870,1
2871,2
2872,2
2873,2
2874,2
2875,5
2876,9
2877,8
2878,5
2879,5
2880,9
2881,5
2882,8
2883,8
2884,2
2885,1
2886,6
2887,2
2888,0
2889,1
2890,9
2891,8
2892,2
2893,1
2894,1
2895,2
2896,7
2897,6
2898,7
2899,4
2900,8
2901,2
2902,2
2903,5
2904,1
2905,4
2906,8
2907,4
2908,0
2909,8
2910,2
2911,7
2912,2
2913,5
2914,2
2915,4
2916,8
2917,4
2918,0
2919,4
2920,8
2921,2
2922,5
2923,3
2924,6
2925,2
2926,1
2927,8
2928,0
2929,8
2930,3
2931,8
2932,3
2933,3
2934,0
2935,9
2936,3
2937,4
2938,8
2939,3
2940,7
2941,0
2942,6
2943,5
2944,9
2945,2
2946,3
2947,2
2948,5
2949,2
2950,4
2951,2
2952,4
2953,8
2954,2
2955,5
2956,2
2957,1
2958,5
2959,2
2960,8
2961,8
2962,6
2963,8
2964,0
2965,7
2966,1
2967,0
2968,5
2969,3
2970,1
2971,7
2972,0
2973,8
2974,0
2975,4
2976,4
2977,5
2978,5
2979,5
2980,6
2981,6
2982,7
2983,2
2984,8
2985,8
2986,9
2987,2
2988,6
2989,1
2990,2
2991,2
2992,4
2993,8
2994,4
2995,7
2996,0
2997,4
